text,distress,framing,tension,is_labelled,household_relevance_score
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5047
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.6681
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.537
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.47
Check #2252 has cleared.,0,direct,0,1,0.6202
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.7783
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.46
Profile update: Email address changed.,0,direct,0,1,0.4827
"Direct Deposit of $3,847.50 received.",0,direct,0,1,0.5989
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7418
Bonus alert: You received a $607.21 referral bonus.,0,celebratory,0,1,0.8519
Congratulations on your loan approval!,0,celebratory,0,1,0.876
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6158
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.8629
"Action Required: We could not process your auto-pay of $4,367.66.",1,urgent,1,1,0.9206
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7735
We curated some investment articles just for you.,0,supportive,0,1,0.7971
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.7601
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.609
A little reminder to check your monthly budget.,0,gentle,0,1,0.6108
Reminder: You have $104.07 in unused rewards points.,0,gentle,0,1,0.4283
"Big win: Your investment portfolio is up by $4,150.86.",0,celebratory,0,1,0.6891
"Please contact us immediately regarding your outstanding debt of $4,162.86.",1,urgent,1,1,0.8605
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.7097
"Check #5987 for $1,917.42 was returned.",1,direct,1,1,0.9341
Your credit score has been updated.,0,direct,0,1,0.6501
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6619
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6094
You have 3 days left in your billing cycle.,0,direct,0,1,0.6697
Your recurring payment to Walmart is coming up soon.,0,gentle,0,1,0.5091
"Hi there, your e-statement is now available.",0,gentle,0,1,0.4871
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4876
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.767
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.8211
Your weekly summary is ready for review.,0,gentle,0,1,0.5787
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.7862
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.8317
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.6272
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.818
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5366
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.5725
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.5175
Your credit score has been updated.,0,direct,0,1,0.59
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8096
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5905
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.4521
Save time by setting up automatic transfers.,0,supportive,0,1,0.6094
Please check your inbox for a message about your account.,0,gentle,0,1,0.6595
Autopay scheduled for Jan 6 in the amount of $915.98.,0,direct,0,1,0.6084
Verification code sent to your mobile device.,0,direct,0,1,0.4796
A little reminder to check your monthly budget.,0,gentle,0,1,0.5404
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.5825
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.6552
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.9371
We can help you consolidate your high-interest balances.,1,supportive,0,1,0.712
Your weekly summary is ready for review.,0,gentle,0,1,0.4937
Verification code sent to your mobile device.,0,direct,0,1,0.4643
"Urgent: Your account is overdrawn by $1,682.02. Immediate deposit required.",1,urgent,1,1,0.9255
Paper statement fee of $12.00 applied.,1,direct,1,1,0.7519
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.4606
"Autopay scheduled for Apr 17 in the amount of $2,561.30.",0,direct,0,1,0.6575
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.7145
"Based on your spending, you could save $2,722.85 by switching plans.",0,supportive,0,1,0.7564
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.8625
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7468
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.4528
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.5839
We curated some investment articles just for you.,0,supportive,0,1,0.523
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.6749
Debit card 7328 was declined at Target.,1,direct,1,1,0.7548
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.6117
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.9261
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.9711
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5775
Verification code sent to your mobile device.,0,direct,0,1,0.6422
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.7709
Your request for a credit limit increase was denied.,1,direct,1,1,0.7939
Maximize your cashback by using your card at Whole Foods this week.,0,supportive,0,1,0.6936
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.6672
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8961
Congratulations on your loan approval!,0,celebratory,0,1,0.7725
Card 8468 activated successfully.,0,direct,0,1,0.6691
"Your recurring transfer of $4,277.00 is scheduled for tomorrow.",0,direct,0,1,0.5087
"Your dispute regarding the $2,333.70 charge was resolved in favor of the merchant.",1,direct,1,1,0.7182
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.644
Your monthly statement for October is available.,0,direct,0,1,0.5818
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.611
"Please contact us immediately regarding your outstanding debt of $2,767.18.",1,urgent,1,1,0.9231
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.4819
Your recurring payment to Apple is coming up soon.,0,gentle,0,1,0.5913
You have exceeded your monthly transfer limit.,1,direct,1,1,0.8519
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5256
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5313
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5969
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.6446
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.9083
"Great job! You spent $4,024.57 less on dining out this week.",0,celebratory,0,1,0.7388
Banking Alert: Your spending limit has been reached.,1,urgent,1,1,0.9488
Alert: A charge of $967.63 at Spotify was declined.,1,urgent,1,1,0.8847
Your credit card ending in 6322 has been suspended due to missed payments.,1,urgent,1,1,0.9178
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7261
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6401
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5093
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.6568
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6445
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.6141
Your recurring payment to Target is coming up soon.,0,gentle,0,1,0.5782
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.7388
Please check your inbox for a message about your account.,0,gentle,0,1,0.604
"Merchant refund of $1,277.06 processed.",0,direct,0,1,0.4775
We noticed you shop at Whole Foods. Here is a 5% coupon for you.,0,supportive,0,1,0.5291
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.6777
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.906
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.6327
Great job! You spent $429.91 less on dining out this week.,0,celebratory,0,1,0.6848
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.4979
"Reminder: You have $1,682.30 in unused rewards points.",0,gentle,0,1,0.4724
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.8343
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6251
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4404
Urgent: Verify this transaction of $886.15 to prevent account lockout.,1,urgent,1,1,0.9841
Your weekly summary is ready for review.,0,gentle,0,1,0.4029
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.6745
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8455
Please check your inbox for a message about your account.,0,gentle,0,1,0.5626
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.6235
"Alert: A charge of $3,541.45 at Walmart was declined.",1,urgent,1,1,0.9714
Check #9685 has cleared.,0,direct,0,1,0.6171
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8555
"Action Required: We could not process your auto-pay of $2,925.91.",1,urgent,1,1,0.9521
Notice of adverse action regarding your application.,1,direct,1,1,0.876
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.6681
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.5414
You have 3 days left in your billing cycle.,0,direct,0,1,0.4784
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5998
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.4931
We are here to help. Click here to review hardship options.,1,supportive,0,1,0.9328
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.8086
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.5254
International transaction fee of $9.99 charged.,1,direct,1,1,0.9367
"Direct Deposit of $2,030.81 received.",0,direct,0,1,0.4554
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.6496
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6053
"Transaction declined: Insufficient funds for $2,279.40 at Walmart.",1,direct,1,1,0.7298
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7008
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5535
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.928
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.536
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.7909
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.6136
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5138
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.4152
Verification code sent to your mobile device.,0,direct,0,1,0.6239
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.6881
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.7812
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.6925
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.74
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.7393
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.5965
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5602
"Big win: Your investment portfolio is up by $4,337.04.",0,celebratory,0,1,0.712
We noticed you shop at Uber. Here is a 5% coupon for you.,0,supportive,0,1,0.798
A late fee of $2.50 has been charged to your account.,1,direct,1,1,0.8087
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.4027
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.7217
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.6664
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.6586
"Direct Deposit of $3,253.86 received.",0,direct,0,1,0.5186
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.839
Your contact information has been successfully updated.,0,direct,0,1,0.4103
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6903
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.8779
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.9756
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.7869
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.6207
Your weekly summary is ready for review.,0,gentle,0,1,0.4971
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.5704
